old_url,old_title,old_meta_description,old_canonical,old_robots,old_og_title,old_og_image,old_structured_data,matched_new_url,match_confidence,content_parity,redirect_required,proposed_redirect,new_title,new_meta_description,new_canonical,new_og,new_structured_data,new_indexable
https://www.rdca.com/copy-of-policies,Contacts | Rdca,,https://www.rdca.com/copy-of-policies,,Contacts | Rdca,NO,NO,/contact.html,medium,PARTIAL,YES,301 /copy-of-policies -> /contact.html,Contact — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/copy-of-rep-team-girls,Rep Team U14 Girls | Rdca,,https://www.rdca.com/copy-of-rep-team-girls,,Rep Team U14 Girls | Rdca,NO,NO,/placeholder.html,high,MISSING,YES,301 /copy-of-rep-team-girls -> /placeholder.html,Page — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/copy-of-rep-team-u12-boys,Rep Team U13 Boys | Rdca,,https://www.rdca.com/copy-of-rep-team-u12-boys,,Rep Team U13 Boys | Rdca,NO,NO,/placeholder.html,high,MISSING,YES,301 /copy-of-rep-team-u12-boys -> /placeholder.html,Page — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/copy-of-rep-team-u16-girls,Rep Team U18 Girls | Rdca,,https://www.rdca.com/copy-of-rep-team-u16-girls,,Rep Team U18 Girls | Rdca,NO,NO,(NO DESTINATION - decision required),high,MISSING,YES - destination undecided,301 /copy-of-rep-team-u16-girls -> ??? (client decision),,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/girls-comp,Girls Comp | Rdca,,https://www.rdca.com/girls-comp,,Girls Comp | Rdca,NO,NO,/womens.html,medium,PARTIAL,YES,301 /girls-comp -> /womens.html,Women's — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/good-sports-policy,Good Sports Policy | Rdca,,https://www.rdca.com/good-sports-policy,,Good Sports Policy | Rdca,NO,NO,(NO DESTINATION - decision required),high,MISSING,YES - destination undecided,301 /good-sports-policy -> ??? (client decision),,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/hall-of-fame,Hall of Fame | Rdca,,https://www.rdca.com/hall-of-fame,,Hall of Fame | Rdca,NO,NO,/hall-of-fame.html,high,PARTIAL,YES,301 /hall-of-fame -> /hall-of-fame.html,Hall of Fame — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/honour-board,Honour Board | Rdca,,https://www.rdca.com/honour-board,,Honour Board | Rdca,NO,NO,/honour-board.html,high,PARTIAL,YES,301 /honour-board -> /honour-board.html,Honour Board — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/honours-life-members,Life Members | Rdca,,https://www.rdca.com/honours-life-members,,Life Members | Rdca,NO,NO,/honours.html,high,PARTIAL,YES,301 /honours-life-members -> /honours.html,Honours & Records — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/info,Info | Rdca,,https://www.rdca.com/info,,Info | Rdca,NO,NO,/documents.html,low,NEEDS-HUMAN-DECISION,YES,301 /info -> /documents.html,"Documents, Policies & Forms — RDCA",MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/junior-committee,Junior Committee | Rdca,,https://www.rdca.com/junior-committee,,Junior Committee | Rdca,NO,NO,/committees.html,high,PARTIAL,YES,301 /junior-committee -> /committees.html,Committees & Contacts — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/junior-rep-girls,Rep Team U12 Girls | Rdca,,https://www.rdca.com/junior-rep-girls,,Rep Team U12 Girls | Rdca,NO,NO,/placeholder.html,high,MISSING,YES,301 /junior-rep-girls -> /placeholder.html,Page — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/junior-state-rep-players,State Rep Players | Rdca,,https://www.rdca.com/junior-state-rep-players,,State Rep Players | Rdca,NO,NO,/rep-cricket.html,medium,PARTIAL,YES,301 /junior-state-rep-players -> /rep-cricket.html,Rep Cricket — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/juniors-all-abilities-comp,All Abilities Comp | Rdca,,https://www.rdca.com/juniors-all-abilities-comp,,All Abilities Comp | Rdca,NO,NO,/juniors.html,medium,PARTIAL,YES,301 /juniors-all-abilities-comp -> /juniors.html,Juniors — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/juniors-annual-reports,Juniors Annual Reports | Rdca,,https://www.rdca.com/juniors-annual-reports,,Juniors Annual Reports | Rdca,NO,NO,(NO DESTINATION - decision required),high,MISSING,YES - destination undecided,301 /juniors-annual-reports -> ??? (client decision),,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/juniors-code-of-conduct,Code of Conduct | Rdca,,https://www.rdca.com/juniors-code-of-conduct,,Code of Conduct | Rdca,NO,NO,/documents.html,high,PARTIAL,YES,301 /juniors-code-of-conduct -> /documents.html,"Documents, Policies & Forms — RDCA",MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/juniors-documents,Junior Documents | Rdca,,https://www.rdca.com/juniors-documents,,Junior Documents | Rdca,NO,NO,/documents.html,high,PARTIAL,YES,301 /juniors-documents -> /documents.html,"Documents, Policies & Forms — RDCA",MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/juniors-under-12s,Rep Team U12 Boys | Rdca,,https://www.rdca.com/juniors-under-12s,,Rep Team U12 Boys | Rdca,NO,NO,/placeholder.html,high,MISSING,YES,301 /juniors-under-12s -> /placeholder.html,Page — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/juniors-under-14s,Rep Team U14 Boys | Rdca,,https://www.rdca.com/juniors-under-14s,,Rep Team U14 Boys | Rdca,NO,NO,/placeholder.html,high,MISSING,YES,301 /juniors-under-14s -> /placeholder.html,Page — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/juniors-under-16s,Rep Team U16 Boys | Rdca,,https://www.rdca.com/juniors-under-16s,,Rep Team U16 Boys | Rdca,NO,NO,/placeholder.html,high,MISSING,YES,301 /juniors-under-16s -> /placeholder.html,Page — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/juniors-under-18s,Rep Team U17 Boys | Rdca,,https://www.rdca.com/juniors-under-18s,,Rep Team U17 Boys | Rdca,NO,NO,/placeholder.html,high,MISSING,YES,301 /juniors-under-18s -> /placeholder.html,Page — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/mycricket-database,MyCricket Database | Rdca,,https://www.rdca.com/mycricket-database,,MyCricket Database | Rdca,NO,NO,/competition.html,medium,PARTIAL,YES,301 /mycricket-database -> /competition.html,Competition Hub — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/photos,Photos | Rdca,,https://www.rdca.com/photos,,Photos | Rdca,NO,NO,/photos.html,medium,PARTIAL,YES,301 /photos -> /photos.html,Photos — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/post/celebration-wine-available-100-years-for-the-rdca,Celebration Wine available 100 years for the RDCA,,https://www.rdca.com/post/celebration-wine-available-100-years-for-the-rdca,,Celebration Wine available                                 100 years for the RDCA,YES,YES,/article.html,high,MISSING,YES,301 /post/celebration-wine-available-100-years-for-the-rdca -> /article.html,Article not found — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/post/check-out-saxon-s-online-store,Check out Saxon's online Store,,https://www.rdca.com/post/check-out-saxon-s-online-store,,Check out Saxon's online Store,YES,YES,/article.html,high,MISSING,YES,301 /post/check-out-saxon-s-online-store -> /article.html,Article not found — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/post/covid-safe-help-is-here,Covid safe help is here,,https://www.rdca.com/post/covid-safe-help-is-here,,Covid safe help is here,YES,YES,/article.html,high,MISSING,YES,301 /post/covid-safe-help-is-here -> /article.html,Article not found — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/post/exciting-news,"Exciting News,",,https://www.rdca.com/post/exciting-news,,"Exciting News,",YES,YES,/article.html,high,MISSING,YES,301 /post/exciting-news -> /article.html,Article not found — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/post/junior-trophy-collection,Junior Trophy Collection,,https://www.rdca.com/post/junior-trophy-collection,,Junior Trophy Collection,YES,YES,/article.html,high,MISSING,YES,301 /post/junior-trophy-collection -> /article.html,Article not found — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/post/more-covid-products-70-alcohol-wipes,More Covid products - 70% Alcohol wipes,,https://www.rdca.com/post/more-covid-products-70-alcohol-wipes,,More Covid products - 70% Alcohol wipes,YES,YES,/article.html,high,MISSING,YES,301 /post/more-covid-products-70-alcohol-wipes -> /article.html,Article not found — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/post/rdca-saxon-sports-supporting-the-mukti-australia-cricket-project,RDCA & SAXON SPORTS supporting the Mukti Australia Cricket Project,,https://www.rdca.com/post/rdca-saxon-sports-supporting-the-mukti-australia-cricket-project,,RDCA & SAXON SPORTS supporting the Mukti Australia Cricket Project,YES,YES,/article.html,high,MISSING,YES,301 /post/rdca-saxon-sports-supporting-the-mukti-australia-cricket-project -> /article.html,Article not found — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/post/ringwood-district-cricket-association,Ringwood & District Cricket Association Merger with Yarra Valley CA - Special Meeting,,https://www.rdca.com/post/ringwood-district-cricket-association,,Ringwood & District Cricket Association Merger with Yarra Valley CA - Special Meeting,YES,YES,/article.html,high,MISSING,YES,301 /post/ringwood-district-cricket-association -> /article.html,Article not found — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/post/thank-you-craig-from-trackon,Thank you Craig from Trackon.,,https://www.rdca.com/post/thank-you-craig-from-trackon,,Thank you Craig from Trackon.,YES,YES,/article.html,high,MISSING,YES,301 /post/thank-you-craig-from-trackon -> /article.html,Article not found — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/post/thank-you-mandy,Thank you Mandy,,https://www.rdca.com/post/thank-you-mandy,,Thank you Mandy,YES,YES,/article.html,high,MISSING,YES,301 /post/thank-you-mandy -> /article.html,Article not found — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/post/umpires-wanted,Umpires wanted,,https://www.rdca.com/post/umpires-wanted,,Umpires wanted,YES,YES,/article.html,high,MISSING,YES,301 /post/umpires-wanted -> /article.html,Article not found — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/post/welcome-to-new-sponsor-all-weather-mini-diggers-great-to-have-you-on-board-for-20-21,"Welcome to new sponsor All Weather Mini Diggers, great to have you on board for 20/21",,https://www.rdca.com/post/welcome-to-new-sponsor-all-weather-mini-diggers-great-to-have-you-on-board-for-20-21,,"Welcome to new sponsor All Weather Mini Diggers, great to have you on board for 20/21",YES,YES,/article.html,high,MISSING,YES,301 /post/welcome-to-new-sponsor-all-weather-mini-diggers-great-to-have-you-on-board-for-20-21 -> /article.html,Article not found — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/post/who-wants-to-be-on-a-magazine-cover,Who wants to be on a Magazine Cover,,https://www.rdca.com/post/who-wants-to-be-on-a-magazine-cover,,Who wants to be on a Magazine Cover,YES,YES,/article.html,high,MISSING,YES,301 /post/who-wants-to-be-on-a-magazine-cover -> /article.html,Article not found — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/premiers,Premiers | Rdca,,https://www.rdca.com/premiers,,Premiers | Rdca,NO,NO,(NO DESTINATION - decision required),high,MISSING,YES - destination undecided,301 /premiers -> ??? (client decision),,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/privacy-policy,Privacy Policy | Rdca,,https://www.rdca.com/privacy-policy,,Privacy Policy | Rdca,NO,NO,(NO DESTINATION - decision required),high,MISSING,YES - destination undecided,301 /privacy-policy -> ??? (client decision),,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/rdca-clubs,Clubs | Rdca,,https://www.rdca.com/rdca-clubs,,Clubs | Rdca,NO,NO,/clubs.html,high,PARTIAL,YES,301 /rdca-clubs -> /clubs.html,Club Directory — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/records,Records | Rdca,,https://www.rdca.com/records,,Records | Rdca,NO,NO,/honours.html,high,MISSING,YES,301 /records -> /honours.html,Honours & Records — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/rep-cricket-seniors,Teams & Information | Rdca,,https://www.rdca.com/rep-cricket-seniors,,Teams & Information | Rdca,NO,NO,/rep-cricket.html,medium,PARTIAL,YES,301 /rep-cricket-seniors -> /rep-cricket.html,Rep Cricket — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/senior-committee,Senior Committee | Rdca,,https://www.rdca.com/senior-committee,,Senior Committee | Rdca,NO,NO,/committees.html,high,PARTIAL,YES,301 /senior-committee -> /committees.html,Committees & Contacts — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/seniors-all-abilities-comp,All Abilities Comp | Rdca,,https://www.rdca.com/seniors-all-abilities-comp,,All Abilities Comp | Rdca,NO,NO,/seniors.html,medium,PARTIAL,YES,301 /seniors-all-abilities-comp -> /seniors.html,Seniors — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/seniors-annual-reports,Seniors Annual Reports | Rdca,,https://www.rdca.com/seniors-annual-reports,,Seniors Annual Reports | Rdca,NO,NO,(NO DESTINATION - decision required),high,MISSING,YES - destination undecided,301 /seniors-annual-reports -> ??? (client decision),,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/seniors-code-of-conduct,Code of Conduct | Rdca,,https://www.rdca.com/seniors-code-of-conduct,,Code of Conduct | Rdca,NO,NO,/documents.html,high,PARTIAL,YES,301 /seniors-code-of-conduct -> /documents.html,"Documents, Policies & Forms — RDCA",MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/seniors-documents,Seniors Documents | Rdca,,https://www.rdca.com/seniors-documents,,Seniors Documents | Rdca,NO,NO,/documents.html,high,PARTIAL,YES,301 /seniors-documents -> /documents.html,"Documents, Policies & Forms — RDCA",MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/seniors-inter-association,Seniors Inter-Association | Rdca,,https://www.rdca.com/seniors-inter-association,,Seniors Inter-Association | Rdca,NO,NO,/rep-cricket.html,medium,PARTIAL,YES,301 /seniors-inter-association -> /rep-cricket.html,Rep Cricket — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/seniors-under-21s,Seniors Under 21's | Rdca,,https://www.rdca.com/seniors-under-21s,,Seniors Under 21's | Rdca,NO,NO,/seniors.html,medium,PARTIAL,YES,301 /seniors-under-21s -> /seniors.html,Seniors — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/seniors-womens-comp,Womens Comp | Rdca,,https://www.rdca.com/seniors-womens-comp,,Womens Comp | Rdca,NO,NO,/womens.html,medium,PARTIAL,YES,301 /seniors-womens-comp -> /womens.html,Women's — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/social-media-policy,Social Media Policy | Rdca,,https://www.rdca.com/social-media-policy,,Social Media Policy | Rdca,NO,NO,(NO DESTINATION - decision required),high,MISSING,YES - destination undecided,301 /social-media-policy -> ??? (client decision),,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/sponsorship,Sponsorship | Rdca,,https://www.rdca.com/sponsorship,,Sponsorship | Rdca,NO,NO,/sponsors.html,high,PARTIAL,YES,301 /sponsorship -> /sponsors.html,Sponsors & Partners — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/suspended-players,Suspended Players | Rdca,,https://www.rdca.com/suspended-players,,Suspended Players | Rdca,NO,NO,(NO DESTINATION - decision required),high,MISSING,YES - destination undecided,301 /suspended-players -> ??? (client decision),,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/tables-for-pages,Tables for pages | Rdca,,https://www.rdca.com/tables-for-pages,,Tables for pages | Rdca,NO,NO,(NO DESTINATION - decision required),high,OBSOLETE-CANDIDATE,YES - destination undecided,301 /tables-for-pages -> ??? (client decision),,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/training,Training | Rdca,,https://www.rdca.com/training,,Training | Rdca,NO,NO,/umpire-training.html,medium,COMPLETE,YES,301 /training -> /umpire-training.html,Training — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/umpires-committee,Umpires Committee | Rdca,,https://www.rdca.com/umpires-committee,,Umpires Committee | Rdca,NO,NO,/committees.html,high,PARTIAL,YES,301 /umpires-committee -> /committees.html,Committees & Contacts — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/umpires-documents,Documents | Rdca,,https://www.rdca.com/umpires-documents,,Documents | Rdca,NO,NO,/umpire-documents.html,high,PARTIAL,YES,301 /umpires-documents -> /umpire-documents.html,Umpire Documents — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/umpires-life-members,Life Members | Rdca,,https://www.rdca.com/umpires-life-members,,Life Members | Rdca,NO,NO,/honours.html,high,PARTIAL,YES,301 /umpires-life-members -> /honours.html,Honours & Records — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/veterans-annual-reports,Veterans Annual Reports | Rdca,,https://www.rdca.com/veterans-annual-reports,,Veterans Annual Reports | Rdca,NO,NO,(NO DESTINATION - decision required),high,MISSING,YES - destination undecided,301 /veterans-annual-reports -> ??? (client decision),,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/veterans-code-of-conduct,Code of Conduct | Rdca,,https://www.rdca.com/veterans-code-of-conduct,,Code of Conduct | Rdca,NO,NO,/documents.html,high,PARTIAL,YES,301 /veterans-code-of-conduct -> /documents.html,"Documents, Policies & Forms — RDCA",MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/veterans-committee,Veterans Committee | Rdca,,https://www.rdca.com/veterans-committee,,Veterans Committee | Rdca,NO,NO,/committees.html,medium,PARTIAL,YES,301 /veterans-committee -> /committees.html,Committees & Contacts — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/veterans-documents,Documents | Rdca,,https://www.rdca.com/veterans-documents,,Documents | Rdca,NO,NO,/documents.html,high,PARTIAL,YES,301 /veterans-documents -> /documents.html,"Documents, Policies & Forms — RDCA",MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
https://www.rdca.com/womens-committee,Womens Committee | Rdca,,https://www.rdca.com/womens-committee,,Womens Committee | Rdca,NO,NO,/committees.html,high,PARTIAL,YES,301 /womens-committee -> /committees.html,Committees & Contacts — RDCA,MISSING,MISSING,MISSING,MISSING,NO robots.txt / NO sitemap.xml on new site
