old_url,record_type,label,http,bytes,text_chars,tables,table_rows,new_url,new_equivalent,status,match_confidence,notes
https://honours.rdca.com/index.php?ID=averages&grade=145,Batting/bowling averages (by grade),Under 14-5 Averages,200,2111,285,1,5,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=161,Batting/bowling averages (by grade),Under 16-1 Averages,200,27307,3726,1,60,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=162,Batting/bowling averages (by grade),Under 16-2 Averages,200,25200,3561,1,55,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=163,Batting/bowling averages (by grade),Under 16-3 Averages,200,19127,2676,1,42,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=164,Batting/bowling averages (by grade),Under 16-4 Averages,200,13611,1921,1,30,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=171,Batting/bowling averages (by grade),Under 17-1 Averages,200,1610,232,1,4,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=181,Batting/bowling averages (by grade),Under 18-1 Averages,200,3968,558,1,9,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=AGR,Batting/bowling averages (by grade),A Grade Averages,200,7173,1038,1,16,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=BGR,Batting/bowling averages (by grade),B Grade Averages,200,7627,1034,1,17,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=CD2,Batting/bowling averages (by grade),C Division 2 Averages,200,2119,292,1,5,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=CD3,Batting/bowling averages (by grade),C Division 3 Averages,200,1608,226,1,4,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=CD4,Batting/bowling averages (by grade),C Division 4 Averages,200,1187,153,1,3,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=CGR,Batting/bowling averages (by grade),C Grade Averages,200,33456,4607,1,73,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=CH1,Batting/bowling averages (by grade),Trollope Shield Averages,200,40565,5745,1,88,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=CH2,Batting/bowling averages (by grade),Chandler Shield Reserves Averages,200,14172,2004,1,31,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=CH3,Batting/bowling averages (by grade),Chandler 3 Averages,200,9909,1394,1,22,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=CH4,Batting/bowling averages (by grade),Chandler 4 Averages,200,10424,1457,1,23,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=CH5,Batting/bowling averages (by grade),Chandler 5 Averages,200,3024,405,1,7,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=CH6,Batting/bowling averages (by grade),Chandler 6 Averages,200,1600,218,1,4,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=DGR,Batting/bowling averages (by grade),D Grade Averages,200,24729,3484,1,54,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=EGR,Batting/bowling averages (by grade),E Grade Averages,200,21012,2967,1,46,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=FGR,Batting/bowling averages (by grade),F Grade Averages,200,17346,2488,1,38,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=GGR,Batting/bowling averages (by grade),G Grade Averages,200,14171,2029,1,31,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=HGR,Batting/bowling averages (by grade),H Grade Averages,200,9907,1387,1,22,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=IGR,Batting/bowling averages (by grade),I Grade Averages,200,8606,1225,1,19,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=JGR,Batting/bowling averages (by grade),J Grade Averages,200,5842,841,1,13,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=KGR,Batting/bowling averages (by grade),K Grade Averages,200,5302,746,1,12,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=LGR,Batting/bowling averages (by grade),L Grade Averages,200,3980,568,1,9,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=MGR,Batting/bowling averages (by grade),M Grade Averages,200,3049,431,1,7,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=NW1,Batting/bowling averages (by grade),Newey Plate Averages,200,37166,5112,1,81,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=NW2,Batting/bowling averages (by grade),Newey Plate Reserves Averages,200,9616,1424,1,21,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=NW3,Batting/bowling averages (by grade),B 3 Averages,200,2093,265,1,5,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=OGR,Batting/bowling averages (by grade),One Day Grade Averages,200,3948,532,1,9,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=PSH,Batting/bowling averages (by grade),Pascoe Shield Averages,200,2536,363,1,6,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=WK1,Batting/bowling averages (by grade),Wilkins Cup Averages,200,24820,3568,1,54,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=WK2,Batting/bowling averages (by grade),Wilkins Cup Reserves Averages,200,12798,1862,1,28,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=WK3,Batting/bowling averages (by grade),A 3 Averages,200,8693,1283,1,19,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=WK4,Batting/bowling averages (by grade),A 4 Averages,200,4359,599,1,10,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=averages&grade=WK5,Batting/bowling averages (by grade),A 5 Averages,200,2110,285,1,5,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=10,Club award history,Eastfield,200,8244,1411,5,39,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=13,Club award history,Heathmont,200,14806,2544,4,68,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=14,Club award history,Heathmont Baptists,200,6389,1066,4,29,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=15,Club award history,Kilsyth,200,23048,3977,5,107,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=17,Club award history,Knox City,200,10224,1741,3,46,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=18,Club award history,Lilydale,200,20062,3506,6,95,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=19,Club award history,Montrose,200,20914,3615,5,97,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=2,Club award history,Ainslie Park,200,21833,3777,7,105,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=20,Club award history,Mooroolbark,200,23883,4081,7,114,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=21,Club award history,Mt Evelyn,200,8157,1403,3,37,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=22,Club award history,North Ringwood,200,31233,5402,7,150,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=24,Club award history,Norwood,200,19219,3408,7,92,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=25,Club award history,Olinda,200,15309,2652,4,71,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=26,Club award history,Ringwood,200,25920,4350,5,123,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=27,Club award history,Scoresby/Ferndale,200,10660,1870,4,49,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=28,Club award history,South Croydon,200,17821,3020,6,84,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=29,Club award history,St Andrews,200,25646,4386,7,123,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=3,Club award history,Bayswater Park,200,14762,2556,6,70,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=30,Club award history,Sth Warrandyte Hawks,200,15948,2763,6,75,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=31,Club award history,Templeton,200,22347,3810,6,106,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=32,Club award history,Wantirna,200,11981,2031,3,55,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=33,Club award history,Wantirna South,200,23381,4006,6,110,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=34,Club award history,Warrandyte,200,20806,3636,5,96,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=35,Club award history,Warranwood,200,30737,5275,7,147,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=36,Club award history,Wonga Park,200,32942,5546,7,160,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=37,Club award history,Ringwood RSL,200,6008,1016,3,27,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=38,Club award history,Vermont,200,7860,1356,5,36,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=39,Club award history,Ferntree Gully,200,10475,1881,5,49,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=4,Club award history,Boronia,200,18238,3126,3,83,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=40,Club award history,Glen Park,200,5875,1013,3,26,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=42,Club award history,Park Orchards,200,1108,178,2,4,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=43,Club award history,Academy,200,2618,441,3,11,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=44,Club award history,Knox Gardens,200,5836,1032,3,26,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=45,Club award history,Yarra Valley,200,2258,357,2,9,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=48,Club award history,Bayswater,200,1612,264,2,6,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=5,Club award history,Chirnside Park,200,7980,1376,3,36,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=50,Club award history,Boronia Churches,200,3742,613,2,16,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=52,Club award history,Aquinas,200,1395,221,2,5,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=53,Club award history,Westwood,200,1189,191,1,4,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=54,Club award history,Johnson Park,200,4430,757,2,19,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=55,Club award history,Croydon High School,200,1822,304,2,7,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=56,Club award history,Knoxfield,200,3983,654,2,17,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=58,Club award history,Valley,200,768,100,1,2,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=59,Club award history,Bayswater North,200,774,106,1,2,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=6,Club award history,Croydon,200,10839,1816,3,50,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=61,Club award history,Knox Churches,200,1171,197,2,4,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=62,Club award history,Heathmont Uniting,200,2859,483,2,12,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=64,Club award history,Belgrave,200,943,143,1,3,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=65,Club award history,CYMS,200,749,94,1,2,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=67,Club award history,Upwey United,200,755,100,1,2,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=68,Club award history,Tunstall,200,749,94,1,2,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=69,Club award history,Ringwood S.A.,200,1826,282,2,7,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=7,Club award history,Croydon North,200,24121,4136,7,115,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=70,Club award history,Oxley,200,957,133,1,3,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=71,Club award history,P.B.A.,200,766,99,1,2,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=73,Club award history,Blackburn North,200,774,107,1,2,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=8,Club award history,Croydon Ranges,200,26103,4507,5,122,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=awards&club=9,Club award history,East Ringwood,200,23517,4004,6,110,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=bac,Best Administered Club,Best Administered Club,200,1396,155,1,6,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=bestfairest,Best & Fairest medals,Best and Fairest Medals,200,27134,4923,4,127,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=jnrcc,Honours record (other),Club Championship,200,6260,757,1,32,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=mostpromisingplayer,Honours record (other),Most Promising Player,200,8333,1209,1,36,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=other,Other awards,Other Awards,200,21671,3732,1,79,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=10,Premierships (index),Eastfield,200,3124,617,1,19,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=11,Premierships (index),Eley Park,200,579,64,1,2,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=13,Premierships (index),Heathmont,200,5832,1305,1,36,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=14,Premierships (index),Heathmont Baptists,200,1879,316,1,11,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=15,Premierships (index),Kilsyth,200,10546,2139,1,69,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=17,Premierships (index),Knox City,200,2410,479,1,14,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=18,Premierships (index),Lilydale,200,8597,1842,1,55,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=19,Premierships (index),Montrose,200,8826,1835,1,57,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=2,Premierships (index),Ainslie Park,200,10809,2270,1,70,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=20,Premierships (index),Mooroolbark,200,10793,2150,1,71,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=21,Premierships (index),Mt Evelyn,200,4293,842,1,27,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=22,Premierships (index),North Ringwood,200,14638,2927,1,97,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=24,Premierships (index),Norwood,200,7898,1719,1,50,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=25,Premierships (index),Olinda,200,3736,625,1,24,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=26,Premierships (index),Ringwood,200,11870,2519,1,77,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=27,Premierships (index),Scoresby/Ferndale,200,3258,619,1,20,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=28,Premierships (index),South Croydon,200,5394,1103,1,34,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=29,Premierships (index),St Andrews,200,7427,1484,1,48,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=3,Premierships (index),Bayswater Park,200,7543,1600,1,48,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=30,Premierships (index),Sth Warrandyte Hawks,200,6739,1400,1,43,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=31,Premierships (index),Templeton,200,9325,1966,1,60,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=32,Premierships (index),Wantirna,200,4883,1064,1,30,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=33,Premierships (index),Wantirna South,200,7618,1571,1,49,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=34,Premierships (index),Warrandyte,200,8952,1829,1,58,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=35,Premierships (index),Warranwood,200,11163,2284,1,73,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=36,Premierships (index),Wonga Park,200,13775,3008,1,89,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=37,Premierships (index),Ringwood RSL,200,1225,238,1,6,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=38,Premierships (index),Vermont,200,3667,688,1,23,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=39,Premierships (index),Ferntree Gully,200,1936,373,1,11,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=4,Premierships (index),Boronia,200,6812,1473,1,43,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=40,Premierships (index),Glen Park,200,2506,471,1,15,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
https://honours.rdca.com/index.php?ID=premiers&club=42,Premierships (index),Park Orchards,200,749,130,1,3,,NONE,MISSING,high,No equivalent on the new site. New site carries 42 table rows in total across all pages.
